Article,Variables,Trend,Timeseries length [yr],Period,Number of individual years covers,Frequency [obs/yr],Number of stations,Stations,River basin,Nation,Continent,Basin area [km2],Method,Method parameters,,,,,,,,
43,suspended solids,+,19,2002-2020,19,monthly,3,"Yeongsan Reservoir (Rz, Tz, and Lz)",Yeongsan River,South Korea,Asia,"3,468",ANOVA test,"H = 7.08, p < 0.01",,,,,,,,
43,Turbidity,0,19,2002-2020,19,monthly,3,"Yeongsan Reservoir (Rz, Tz, and Lz)",Yeongsan River,South Korea,Asia,"3,468",ANOVA test,H = 1.01 p > 0.01,,,,,,,,
46,total phosphorus,+,31,1980-2010,31,monthly,1,,Yongan River,China,Asia,"2,474",LOADEST model,"1980?1989 (R2 = 0.90, NSE = 0.86), 1990?1999 (R2 = 0.89, NSE = 0.89) and 2000?2010 (R2 = 0.88, NSE = 0.88)",,,,,,,,
46,water discharge,0,31,1980-2010,31,daily,1,,Yongan River,China,Asia,"2,474",LOADEST model,p > 0.05,,,,,,,,
47,Soluble reactive phosphorus,-,46,1967-2012,46,1-3 times/month,1,gauge station (No. 12301933) located just below Libby Dam,Kootenai River,USA,North America,"50,298",Generalized Additive Models (GAMs),"p < 0.001, correlation coefficients (r2) = 0.60, percentage of deviance explained (Dev) = 0.62",,,,,,,,
47,total phosphorus,-,46,1967-2012,46,1-3 times/month,1,gauge station (No. 12301933) located just below Libby Dam,Kootenai River,USA,North America,"50,298",Generalized Additive Models (GAMs),"p < 0.001, r2 = 0.59, Dev.=0.60",,,,,,,,
47,Ammonium,-,46,1967-2012,46,1-3 times/month,1,gauge station (No. 12301933) located just below Libby Dam,Kootenai River,USA,North America,"50,298",Generalized Additive Models (GAMs),"p < 0.001, r2 = 0.32, Dev. = 0.36",,,,,,,,
47,Oxidised nitrogen,-,46,1967-2012,46,1-3 times/month,1,gauge station (No. 12301933) located just below Libby Dam,Kootenai River,USA,North America,"50,298",Generalized Additive Models (GAMs),"p < 0.001, r2 = 0.07, Dev. = 0.10",,,,,,,,
47,Electrical conductivity,-,46,1967-2012,46,1-3 times/month,1,gauge station (No. 12301933) located just below Libby Dam,Kootenai River,USA,North America,"50,298",Generalized Additive Models (GAMs),"p < 0.001, r2 = 0.23, Dev. = 0.24",,,,,,,,
47,pH,+,46,1967-2012,46,1-3 times/month,1,gauge station (No. 12301933) located just below Libby Dam,Kootenai River,USA,North America,"50,298",Generalized Additive Models (GAMs),"p < 0.001, r2 = 0.20, Dev. = 0.22",,,,,,,,
47,Total dissolved phosphorus,-,25,1990-2014,25,2-4 times/month,1,No. 1150003,Matapedia River,Canada,North America,"3,824",Generalized Additive Models (GAMs),"p < 0.001, r2 = 0.10, Dev. = 0.14",,,,,,,,
47,total phosphorus,-,25,1990-2014,25,2-4 times/month,1,No. 1150003,Matapedia River,Canada,North America,"3,824",Generalized Additive Models (GAMs),"p < 0.001, r2 = 0.61, Dev. = 0.64",,,,,,,,
48,water temperature,0,34,1984-2017,34,monthly/semimonthly,1,"Gunston Cove located about 20 km downstream of Washington, D.C.",Potomac River,USA,North America,"37,995",simple linear regression,Correlation coefficient = 0.088,,,,,,,,
48,Electrical conductivity,+,34,1984-2017,34,monthly/semimonthly,1,"Gunston Cove located about 20 km downstream of Washington, D.C.",Potomac River,USA,North America,"37,995",simple linear regression,"Correlation coefficient = 0.164, slope = 1.86, p = 0.0014",,,,,,,,
48,Dissolved oxygen,0,34,1984-2017,34,monthly/semimonthly,1,"Gunston Cove located about 20 km downstream of Washington, D.C.",Potomac River,USA,North America,"37,995",simple linear regression,Correlation coefficient = 0.006,,,,,,,,
48,pH,-,29,1989-2017,29,monthly/semimonthly,1,"Gunston Cove located about 20 km downstream of Washington, D.C.",Potomac River,USA,North America,"37,995",simple linear regression,"Correlation coefficient = -0.145, slope = -0.0104, p = 0.0091",,,,,,,,
48,Secchi depth,+,34,1984-2017,34,monthly/semimonthly,1,"Gunston Cove located about 20 km downstream of Washington, D.C.",Potomac River,USA,North America,"37,995",simple linear regression,"Correlation coefficient = 0.699, slope = 0.0165, p < 0.0001",,,,,,,,
48,Light attenuation,-,27,1991-2017,27,monthly/semimonthly,1,"Gunston Cove located about 20 km downstream of Washington, D.C.",Potomac River,USA,North America,"37,995",simple linear regression,"Correlation coefficient = -0.634, slope = -0.0825, p < 0.0001",,,,,,,,
48,Chlorophyll-a,-,34,1984-2017,34,monthly/semimonthly,1,"Gunston Cove located about 20 km downstream of Washington, D.C.",Potomac River,USA,North America,"37,995",simple linear regression,"Correlation coefficient = -0.569, slope = -3.38, p < 0.0001",,,,,,,,
48,suspended solids,-,26,1992-2017,26,monthly/semimonthly,1,"Gunston Cove located about 20 km downstream of Washington, D.C.",Potomac River,USA,North America,"37,995",simple linear regression,"Correlation coefficient = -0.471, slope = -0.537, p < 0.0001",,,,,,,,
48,Volatile suspended solids,-,26,1992-2017,26,monthly/semimonthly,1,"Gunston Cove located about 20 km downstream of Washington, D.C.",Potomac River,USA,North America,"37,995",simple linear regression,"Correlation coefficient = -0.304, slope = -0.145, p < 0.0001",,,,,,,,
48,Chl-a:TSS,-,26,1992-2017,26,monthly/semimonthly,1,"Gunston Cove located about 20 km downstream of Washington, D.C.",Potomac River,USA,North America,"37,995",simple linear regression,"Correlation coefficient = -0.440, slope = -0.117, p < 0.0001",,,,,,,,
48,total phosphorus,-,35,1983-2017,35,monthly/semimonthly,1,"Gunston Cove located about 20 km downstream of Washington, D.C.",Potomac River,USA,North America,"37,995",simple linear regression,"Correlation coefficient = -0.580, slope = -0.00355, p < 0.0001",,,,,,,,
48,Soluble reactive phosphorus,-,35,1983-2017,35,monthly/semimonthly,1,"Gunston Cove located about 20 km downstream of Washington, D.C.",Potomac River,USA,North America,"37,995",simple linear regression,"Correlation coefficient = ? 0.167, slope = ? 0.00018, p = 0.0045",,,,,,,,
48,Total organic nitrogen,-,35,1983-2017,35,monthly/semimonthly,1,"Gunston Cove located about 20 km downstream of Washington, D.C.",Potomac River,USA,North America,"37,995",simple linear regression,"Correlation coefficient = ? 0.516, slope = ? 0.0412, p < 0.0001",,,,,,,,
48,Ammonium,-,35,1983-2017,35,monthly/semimonthly,1,"Gunston Cove located about 20 km downstream of Washington, D.C.",Potomac River,USA,North America,"37,995",simple linear regression,"Correlation coefficient = ? 0.337, slope = ? 0.0216, p < 0.0001",,,,,,,,
48,nitrate,-,35,1983-2017,35,monthly/semimonthly,1,"Gunston Cove located about 20 km downstream of Washington, D.C.",Potomac River,USA,North America,"37,995",simple linear regression,"Correlation coefficient = ? 0.556, slope = ? 0.0299, p < 0.0001",,,,,,,,
48,Nitrite,-,35,1983-2017,35,monthly/semimonthly,1,"Gunston Cove located about 20 km downstream of Washington, D.C.",Potomac River,USA,North America,"37,995",simple linear regression,"Correlation coefficient = ? 0.423, slope = ? 0.00302, p < 0.0001",,,,,,,,
48,TN:TP,-,35,1983-2017,35,monthly/semimonthly,1,"Gunston Cove located about 20 km downstream of Washington, D.C.",Potomac River,USA,North America,"37,995",simple linear regression,"Correlation coefficient = ? 0.273, slope = ? 0.319, p < 0.0001",,,,,,,,
48,Biological oxygen demand,-,35,1983-2017,35,monthly/semimonthly,1,"Gunston Cove located about 20 km downstream of Washington, D.C.",Potomac River,USA,North America,"37,995",simple linear regression,"Correlation coefficient = ? 0.629, slope = ? 0.155, p < 0.0001",,,,,,,,
49,Chlorophyll-a,0,22,1973-1994,22,weekly,1,Zornige Ameise (DOWN1),Ruhr River,Germany,Europe,"4,478",Mann Kendall test,"Kendall's ç = 0.24, p = 0.14",,,,,,,,
49,Chlorophyll-a,-,19,1995-2013,19,weekly,1,Zornige Ameise (DOWN1),Ruhr River,Germany,Europe,"4,478",Mann Kendall test,"Kendall's ç = ?0.50, p = 0.002",,,,,,,,
49,Total phosphorus load,+,20,1966-1985,20,weekly,7,"Wildshausen (UP1) and Neheim (UP2) in the upstream, Westhofen (MID1) and Hohenstein (MID2) in the middle reach, and Zornige Ameise (DOWN1), Baldeney (DOWN2) and Duisburg Acker (DOWN3)",Ruhr River,Germany,Europe,"4,478",simple linear regression,p < 0.001,,,,,,,,
49,Total phosphorus load,-,28,1986-2013,28,weekly,7,"Wildshausen (UP1) and Neheim (UP2) in the upstream, Westhofen (MID1) and Hohenstein (MID2) in the middle reach, and Zornige Ameise (DOWN1), Baldeney (DOWN2) and Duisburg Acker (DOWN3)",Ruhr River,Germany,Europe,"4,478",simple linear regression,p < 0.001,,,,,,,,
49,total phosphorus,+,20,1966-1985,20,weekly,7,"Wildshausen (UP1) and Neheim (UP2) in the upstream, Westhofen (MID1) and Hohenstein (MID2) in the middle reach, and Zornige Ameise (DOWN1), Baldeney (DOWN2) and Duisburg Acker (DOWN3)",Ruhr River,Germany,Europe,"4,478",simple linear regression,p < 0.001,,,,,,,,
49,total phosphorus,-,28,1986-2013,28,weekly,7,"Wildshausen (UP1) and Neheim (UP2) in the upstream, Westhofen (MID1) and Hohenstein (MID2) in the middle reach, and Zornige Ameise (DOWN1), Baldeney (DOWN2) and Duisburg Acker (DOWN3)",Ruhr River,Germany,Europe,"4,478",simple linear regression,p < 0.001,,,,,,,,
50,water discharge,-,17,1997-2013,17,daily,1,Montjean-sur-Loire,Loire River,France,Europe,"117,000","dynamic linear model (DLM), Mann Kendall test, Sen's robust","p = 0.01, change (%) =-94 (16%)",,,,,,,,
50,Dissolved inorganic phosphorus,-,17,1997-2013,17,monthly,1,Sainte-Luce-sur-Loire,Loire River,France,Europe,"117,000","dynamic linear model (DLM), Mann Kendall test, Sen's robust","p < 0.001, change (%) = -0.85 (47%)",,,,,,,,
50,Dissolved inorganic phosphorus load,-,17,1997-2013,17,monthly,1,Sainte-Luce-sur-Loire,Loire River,France,Europe,"117,000","dynamic linear model (DLM), Mann Kendall test, Sen's robust","p < 0.001, change (%) = -0.60 (52%)",,,,,,,,
50,Dissolved inorganic nitrogen,0,17,1997-2013,17,monthly,1,Sainte-Luce-sur-Loire,Loire River,France,Europe,"117,000","dynamic linear model (DLM), Mann Kendall test, Sen's robust",p = 0.63,,,,,,,,
50,Dissolved inorganic nitrogen load,0,17,1997-2013,17,monthly,1,Sainte-Luce-sur-Loire,Loire River,France,Europe,"117,000","dynamic linear model (DLM), Mann Kendall test, Sen's robust",p = 0.42,,,,,,,,
50,Chlorophyll-a,-,17,1997-2013,17,monthly,1,Sainte-Luce-sur-Loire,Loire River,France,Europe,"117,000","dynamic linear model (DLM), Mann Kendall test, Sen's robust","p < 0.001, change (%) = -54 (93%)",,,,,,,,
50,water discharge,-,17,1997-2013,17,daily,1,Rieux,Vilaine River,France,Europe,"10,800","dynamic linear model (DLM), Mann Kendall test, Sen's robust","p = 0.02, change (%) =-8.7 (23%)",,,,,,,,
50,Dissolved inorganic phosphorus,-,17,1997-2013,17,monthly,1,Rieux,Vilaine River,France,Europe,"10,800","dynamic linear model (DLM), Mann Kendall test, Sen's robust","p < 0.001, change (%) = -1.9 (75%)",,,,,,,,
50,Dissolved inorganic phosphorus load,-,17,1997-2013,17,monthly,1,Rieux,Vilaine River,France,Europe,"10,800","dynamic linear model (DLM), Mann Kendall test, Sen's robust","p < 0.001, change (%) = -0.09 (88%)",,,,,,,,
50,Dissolved inorganic nitrogen,-,17,1997-2013,17,monthly,1,Rieux,Vilaine River,France,Europe,"10,800","dynamic linear model (DLM), Mann Kendall test, Sen's robust","p < 0.001, change (%) = -71 (21%)",,,,,,,,
50,Dissolved inorganic nitrogen load,-,17,1997-2013,17,monthly,1,Rieux,Vilaine River,France,Europe,"10,800","dynamic linear model (DLM), Mann Kendall test, Sen's robust","p < 0.001, change (%) = -4.6 (38%)",,,,,,,,
50,Chlorophyll-a,-,17,1997-2013,17,monthly,1,Rieux,Vilaine River,France,Europe,"10,800","dynamic linear model (DLM), Mann Kendall test, Sen's robust","p < 0.001, change (%) = -12 (76%)",,,,,,,,
50,DIN:DIP,+,17,1997-2013,17,monthly,1,Sainte-Luce-sur-Loire,Loire River,France,Europe,"117,000","dynamic linear model (DLM), Mann Kendall test, Sen's robust","p < 0.001, change (%) = 92 (85%)",,,,,,,,
50,DIN:DIP,+,17,1997-2013,17,monthly,1,Rieux,Vilaine River,France,Europe,"10,800","dynamic linear model (DLM), Mann Kendall test, Sen's robust","p < 0.001, change (%) = 410 (303%)",,,,,,,,
53,Zooplankton species richness,-,17,2002-2018,17,quarterly,12,,Upper Paran  River,Brazil,South America,"802,150",Generalized Additive Models (GAMs),"edf = 16.56, F = 17, p < 0.01",,,,,,,,
53,Zooplankton individuals abundance,-,17,2002-2018,17,quarterly,12,,Upper Paran  River,Brazil,South America,"802,150",Generalized Additive Models (GAMs),"edf = 12.01, F = 13.68, p < 0.01",,,,,,,,
54,Dissolved inorganic nitrogen load,+,18,1968-1985,18,biweekly,1,Pontelagoscuro station,Po River,Italy,Europe,"74,000",Generalized Additive Models (GAMs),,,,,,,,,
54,Soluble reactive phosphorus load,+,11,1968-1978,11,biweekly,1,Pontelagoscuro station,Po River,Italy,Europe,"74,000",Generalized Additive Models (GAMs),,,,,,,,,
54,Soluble reactive phosphorus load,-,19,"1982-1989, 1998-2008",19,biweekly,1,Pontelagoscuro station,Po River,Italy,Europe,"74,000",Generalized Additive Models (GAMs),,,,,,,,,
54,DIN:SRP load,+,17,1985-2001,17,biweekly,1,Pontelagoscuro station,Po River,Italy,Europe,"74,000",Generalized Additive Models (GAMs),,,,,,,,,
55,Chemical oxygen demand,-,25,1992-2016,25,monthly,3,"Cuntan (in the TGR mainstream upper reach), Wangzhou (in the middle reach of the TGR), Zigui (near the TGR dam).",Yangtze River,China,Asia,"1,808,500",t-test,"p < 0.05, change = 40.9% ñ 9.9%",,,,,,,,
55,total phosphorus,-,25,1992-2016,25,monthly,3,"Cuntan (in the TGR mainstream upper reach), Wangzhou (in the middle reach of the TGR), Zigui (near the TGR dam).",Yangtze River,China,Asia,"1,808,500",t-test,"p < 0.05, change = 22.2% ñ 9.7%",,,,,,,,
55,total nitrogen,+,25,1992-2016,25,monthly,3,"Cuntan (in the TGR mainstream upper reach), Wangzhou (in the middle reach of the TGR), Zigui (near the TGR dam).",Yangtze River,China,Asia,"1,808,500",t-test,"p < 0.05, change = 1.3% ñ 2.4%",,,,,,,,
55,Ammonium,+,25,1992-2016,25,monthly,3,"Cuntan (in the TGR mainstream upper reach), Wangzhou (in the middle reach of the TGR), Zigui (near the TGR dam).",Yangtze River,China,Asia,"1,808,500",t-test,"p < 0.05, change = 8.2% ñ 2.6%",,,,,,,,
55,Chlorophyll-a,+,25,1992-2016,25,monthly,3,"Cuntan (in the TGR mainstream upper reach), Wangzhou (in the middle reach of the TGR), Zigui (near the TGR dam).",Yangtze River,China,Asia,"1,808,500",t-test,"p < 0.05, factor = 2.7",,,,,,,,
58,water discharge,-,100,"1913-1931, 1952-2012",80,daily,1,"Tortosa station; 40.82? N, 0.51? E",Ebro River,Spain,Europe,"86,800",Mann?Kendall and Sen tests,"à = 0.001, slope = ?0.139 km3 yr?1",,,,,,,,
58,water discharge,0,93,1920-2012,93,daily,1,Beaucaire station; 43.79? N 4.65? E,Rh“ne River,France,Europe,"96,619",Mann?Kendall and Sen tests,à > 0.1,,,,,,,,
58,water discharge,0,99,1914-2012,99,daily,1,"Pontelagoscuro station; 44.88? N, 11.60? E",Po River,Italy,Europe,"74,000",Mann?Kendall and Sen tests,à > 0.1,,,,,,,,
58,water discharge,0,82,1931-2012,82,daily,1,"Ceatal Izmail station; 45.18? N, 28.80? E",Danube River,Germany,Europe,"801,500",Mann?Kendall and Sen tests,à > 0.1,,,,,,,,
58,Suspended solids load,-,32,1980-2011,32,monthly,1,"Tortosa station; 40.82? N, 0.51? E",Ebro River,Spain,Europe,"86,800",Mann?Kendall and Sen tests,"Slope = ?1.2, à = 0.1",,,,,,,,
58,Nitrate load,0,32,1980-2011,32,monthly,1,"Tortosa station; 40.82? N, 0.51? E",Ebro River,Spain,Europe,"86,800",Mann?Kendall and Sen tests,"Slope = ?0.23, à > 0.1",,,,,,,,
58,Ammonium load,0,32,1980-2011,32,monthly,1,"Tortosa station; 40.82? N, 0.51? E",Ebro River,Spain,Europe,"86,800",Mann?Kendall and Sen tests,"Slope = +0.01, à > 0.1",,,,,,,,
58,Nitrite load,-,32,1980-2011,32,monthly,1,"Tortosa station; 40.82? N, 0.51? E",Ebro River,Spain,Europe,"86,800",Mann?Kendall and Sen tests,"Slope = ?0.01, à = 0.05",,,,,,,,
58,Dissolved inorganic nitrogen load,-,32,1980-2011,32,monthly,1,"Tortosa station; 40.82? N, 0.51? E",Ebro River,Spain,Europe,"86,800",Mann?Kendall and Sen tests,"Slope = ?0.36, à = 0.1",,,,,,,,
58,Phosphate load,-,32,1980-2011,32,monthly,1,"Tortosa station; 40.82? N, 0.51? E",Ebro River,Spain,Europe,"86,800",Mann?Kendall and Sen tests,"Slope = ?0.06, à = 0.001",,,,,,,,
58,Dissolved silicon load,0,32,1980-2011,32,monthly,1,"Tortosa station; 40.82? N, 0.51? E",Ebro River,Spain,Europe,"86,800",Mann?Kendall and Sen tests,"Slope = +1.3, à > 0.1",,,,,,,,
58,Total organic carbon load,-,32,1980-2011,32,monthly,1,"Tortosa station; 40.82? N, 0.51? E",Ebro River,Spain,Europe,"86,800",Mann?Kendall and Sen tests,"Slope = ?1.36, à = 0.1",,,,,,,,
58,Total nitrogen load,0,32,1980-2011,32,monthly,1,"Tortosa station; 40.82? N, 0.51? E",Ebro River,Spain,Europe,"86,800",Mann?Kendall and Sen tests,"Slope = ?0.22, à > 0.1",,,,,,,,
58,Total phosphorus load,-,32,1980-2011,32,monthly,1,"Tortosa station; 40.82? N, 0.51? E",Ebro River,Spain,Europe,"86,800",Mann?Kendall and Sen tests,"Slope = ?0.05, à = 0.01",,,,,,,,
58,Total organic nitrogen load,0,32,1980-2011,32,monthly,1,"Tortosa station; 40.82? N, 0.51? E",Ebro River,Spain,Europe,"86,800",Mann?Kendall and Sen tests,"Slope = +0.01, à > 0.1",,,,,,,,
58,Total organic phosphorus load,0,32,1980-2011,32,monthly,1,"Tortosa station; 40.82? N, 0.51? E",Ebro River,Spain,Europe,"86,800",Mann?Kendall and Sen tests,"Slope = ?0.01, à > 0.1",,,,,,,,
58,Suspended solids load,0,33,1980-2012,33,monthly,1,"Arles station (43.67? N, 4.62? E)",Rh“ne River,France,Europe,"96,619",Mann?Kendall and Sen tests,"Slope = ?10.6, à > 0.1",,,,,,,,
58,Nitrate load,0,33,1980-2012,33,monthly,1,"Arles station (43.67? N, 4.62? E)",Rh“ne River,France,Europe,"96,619",Mann?Kendall and Sen tests,"Slope = ?0.11, à > 0.1",,,,,,,,
58,Ammonium load,0,33,1980-2012,33,monthly,1,"Arles station (43.67? N, 4.62? E)",Rh“ne River,France,Europe,"96,619",Mann?Kendall and Sen tests,"Slope = ?0.06, à > 0.1",,,,,,,,
58,Nitrite load,-,33,1980-2012,33,monthly,1,"Arles station (43.67? N, 4.62? E)",Rh“ne River,France,Europe,"96,619",Mann?Kendall and Sen tests,"Slope = ?0.04, à = 0.001",,,,,,,,
58,Dissolved inorganic nitrogen load,0,33,1980-2012,33,monthly,1,"Arles station (43.67? N, 4.62? E)",Rh“ne River,France,Europe,"96,619",Mann?Kendall and Sen tests,"Slope = ?0.35, à > 0.1",,,,,,,,
58,Phosphate load,-,33,1980-2012,33,monthly,1,"Arles station (43.67? N, 4.62? E)",Rh“ne River,France,Europe,"96,619",Mann?Kendall and Sen tests,"Slope = ?0.22, à = 0.001",,,,,,,,
58,Dissolved silicon load,0,33,1980-2012,33,monthly,1,"Arles station (43.67? N, 4.62? E)",Rh“ne River,France,Europe,"96,619",Mann?Kendall and Sen tests,"Slope = +0.04, à > 0.1",,,,,,,,
58,Total nitrogen load,0,33,1980-2012,33,monthly,1,"Arles station (43.67? N, 4.62? E)",Rh“ne River,France,Europe,"96,619",Mann?Kendall and Sen tests,"Slope = ?0.52, à > 0.1",,,,,,,,
58,Total phosphorus load,0,33,1980-2012,33,monthly,1,"Arles station (43.67? N, 4.62? E)",Rh“ne River,France,Europe,"96,619",Mann?Kendall and Sen tests,"Slope = ?0.09, à > 0.1",,,,,,,,
58,Total organic nitrogen load,-,33,1980-2012,33,monthly,1,"Arles station (43.67? N, 4.62? E)",Rh“ne River,France,Europe,"96,619",Mann?Kendall and Sen tests,"Slope = ?1.13, à = 0.05",,,,,,,,
58,Total organic phosphorus load,0,33,1980-2012,33,monthly,1,"Arles station (43.67? N, 4.62? E)",Rh“ne River,France,Europe,"96,619",Mann?Kendall and Sen tests,"Slope = ?0.02, à > 0.1",,,,,,,,
58,Suspended solids load,0,44,1969-2012,44,monthly,3,"Pontelagoscuro, Polesella and Serravalle (44.88?44.97? N, 11.60?12.04? E)",Po River,Italy,Europe,"74,000",Mann?Kendall and Sen tests,"Slope = ?171, à > 0.1",,,,,,,,
58,Nitrate load,0,44,1969-2012,44,monthly,3,"Pontelagoscuro, Polesella and Serravalle (44.88?44.97? N, 11.60?12.04? E)",Po River,Italy,Europe,"74,000",Mann?Kendall and Sen tests,"Slope = ?0.35, à > 0.1",,,,,,,,
58,Ammonium load,-,44,1969-2012,44,monthly,3,"Pontelagoscuro, Polesella and Serravalle (44.88?44.97? N, 11.60?12.04? E)",Po River,Italy,Europe,"74,000",Mann?Kendall and Sen tests,"Slope = ?0.28, à = 0.001",,,,,,,,
58,Nitrite load,-,44,1969-2012,44,monthly,3,"Pontelagoscuro, Polesella and Serravalle (44.88?44.97? N, 11.60?12.04? E)",Po River,Italy,Europe,"74,000",Mann?Kendall and Sen tests,"Slope = ?0.06, à = 0.001",,,,,,,,
58,Dissolved inorganic nitrogen load,0,44,1969-2012,44,monthly,3,"Pontelagoscuro, Polesella and Serravalle (44.88?44.97? N, 11.60?12.04? E)",Po River,Italy,Europe,"74,000",Mann?Kendall and Sen tests,"Slope = ?0.81, à > 0.1",,,,,,,,
58,Phosphate load,-,44,1969-2012,44,monthly,3,"Pontelagoscuro, Polesella and Serravalle (44.88?44.97? N, 11.60?12.04? E)",Po River,Italy,Europe,"74,000",Mann?Kendall and Sen tests,"Slope = ?0.06, à = 0.01",,,,,,,,
58,Dissolved silicon load,0,44,1969-2012,44,monthly,3,"Pontelagoscuro, Polesella and Serravalle (44.88?44.97? N, 11.60?12.04? E)",Po River,Italy,Europe,"74,000",Mann?Kendall and Sen tests,"Slope = ?1.06, à > 0.1",,,,,,,,
58,Total nitrogen load,0,44,1969-2012,44,monthly,3,"Pontelagoscuro, Polesella and Serravalle (44.88?44.97? N, 11.60?12.04? E)",Po River,Italy,Europe,"74,000",Mann?Kendall and Sen tests,"Slope = ?1.07, à > 0.1",,,,,,,,
58,Total phosphorus load,-,44,1969-2012,44,monthly,3,"Pontelagoscuro, Polesella and Serravalle (44.88?44.97? N, 11.60?12.04? E)",Po River,Italy,Europe,"74,000",Mann?Kendall and Sen tests,"Slope = ?0.12, à = 0.1",,,,,,,,
58,Total organic nitrogen load,0,44,1969-2012,44,monthly,3,"Pontelagoscuro, Polesella and Serravalle (44.88?44.97? N, 11.60?12.04? E)",Po River,Italy,Europe,"74,000",Mann?Kendall and Sen tests,"Slope = +0.09, à > 0.1",,,,,,,,
58,Total organic phosphorus load,0,44,1969-2012,44,monthly,3,"Pontelagoscuro, Polesella and Serravalle (44.88?44.97? N, 11.60?12.04? E)",Po River,Italy,Europe,"74,000",Mann?Kendall and Sen tests,"Slope = ?0.04, à > 0.1",,,,,,,,
58,Suspended solids load,0,16,1997-2012,16,monthly,1,"Reni station (45.46? N, 28.25? E)",Danube River,Ukraine,Europe,"801,500",Mann?Kendall and Sen tests,"Slope = +190, à > 0.1",,,,,,,,
58,Nitrate load,0,16,1997-2012,16,monthly,1,"Reni station (45.46? N, 28.25? E)",Danube River,Ukraine,Europe,"801,500",Mann?Kendall and Sen tests,"Slope = ?8.31, à > 0.1",,,,,,,,
